[+] XUS v0x0100 | Entries: 102

--- Entries (102) ---
  [ 71] XuiScene1.CardListGroup.Card6.ScoreText.Text = "      "
  [ 72] XuiScene1.CardListGroup.Card7.FullOnlyGroup.XuiText1.PointSize = "23.000.000"
  [ 73] XuiScene1.CardListGroup.Card7.FullOnlyGroup.XuiText1.Text = "Sblocca gioco completo"
  [ 74] XuiScene1.CardListGroup.Card7.LockedGroup.XuiText1.PointSize = "35.000.000"
  [ 75] XuiScene1.CardListGroup.Card7.LockedGroup.XuiText1.Text = "Bloccato"
  [ 76] XuiScene1.CardListGroup.Card7.NameText.PointSize = "20.000.000"
  [ 77] XuiScene1.CardListGroup.Card7.NameText.Text = "      "
  [ 78] XuiScene1.CardListGroup.Card7.PlayedThroughGroup.XuiText1.PointSize = "35.000.000"
  [ 79] XuiScene1.CardListGroup.Card7.PlayedThroughGroup.XuiText1.Text = "Superato"
  [ 80] XuiScene1.CardListGroup.Card7.Score.PointSize = "20.000.000"
  [ 81] XuiScene1.CardListGroup.Card7.Score.Text = "      "
  [ 82] XuiScene1.CardListGroup.Card7.ScoreText.PointSize = "20.000.000"
  [ 83] XuiScene1.CardListGroup.Card7.ScoreText.Text = "      "
  [ 84] XuiScene1.ContinueButtonsGroup.XuiHtmlElement1.Text = "<div align="center">  <font color="#D7CAAD" size="27">   ..."
  [ 85] XuiScene1.HiddenButton.PointSize = "-1.000.000"
  [ 86] XuiScene1.HiddenButton.Text = "      "
  [ 87] XuiScene1.MedalsGroup.NextMedalText1.Text = "      "
  [ 88] XuiScene1.MedalsGroup.NextMedalText2.Text = "      "
  [ 89] XuiScene1.MedalsGroup.TournamentMedalsText.Text = "<div align="center">    <font color="#EBB40F" size="20"> ..."
  [ 90] XuiScene1.MedalsGroup.TrackImage.PointSize = "-1.000.000"
  [ 91] XuiScene1.MedalsGroup.TrackImage.Text = "      "
  [ 92] XuiScene1.PointSize = "-1.000.000"
  [ 93] XuiScene1.ResultGroup.PassedTracksText.Text = "      "
  [ 94] XuiScene1.ResultGroup.StartText.PointSize = "35.000.000"
  [ 95] XuiScene1.ResultGroup.StartText.Text = "      "
  [ 96] XuiScene1.ResultGroup.TimeText.Text = "      "
  [ 97] XuiScene1.ResultGroup.TotalTimeText.Text = "      "
  [ 98] XuiScene1.StartButtonsGroup.XuiHtmlElement1.Text = "<div align="center">  <font color="#D7CAAD" size="27">   ..."
  [ 99] XuiScene1.Text = "      "
  [100] XuiScene1.TitleContinue.Text = "<div align="center">  <font color="#D7CAAD" size="50">   ..."
  [101] XuiScene1.TitleStart.Text = "<div align="center">  <font color="#D7CAAD" size="50">   ..."
