[+] XUS v0x0100 | Entries: 84

--- Entries (84) ---
  [ 57] XuiScene.PlayListGroup.PlayTrackList.control_ListItem.Text = "      "
  [ 58] XuiScene.PlayListGroup.PlayTrackList.control_ListItem.Text = "      "
  [ 59] XuiScene.PlayListGroup.PlayTrackList.control_ListItem.Text = "      "
  [ 60] XuiScene.PlayListGroup.PlayTrackList.control_ListItem.Text = "      "
  [ 61] XuiScene.PlayListGroup.PlayTrackList.control_ListItem.Text = "      "
  [ 62] XuiScene.PlayListGroup.PlayTrackList.control_ListItem.Text = "      "
  [ 63] XuiScene.PlayListGroup.PlayTrackList.control_ListItem.Text = "      "
  [ 64] XuiScene.PlayListGroup.PlayTrackList.control_ListItem.Text = "      "
  [ 65] XuiScene.PlayListGroup.PlayTrackList.control_ListItem.Text = "      "
  [ 66] XuiScene.PlayListGroup.PlayTrackList.control_ListItem.Text = "      "
  [ 67] XuiScene.PlayListGroup.XuiText3.PointSize = "20.000000"
  [ 68] XuiScene.PlayListGroup.XuiText3.Text = "TRACCIATO"
  [ 69] XuiScene.PlayListGroup.XuiText4.PointSize = "20.000000"
  [ 70] XuiScene.PlayListGroup.XuiText4.Text = "STILE"
  [ 71] XuiScene.PlayListGroup.XuiText5.PointSize = "20.000000"
  [ 72] XuiScene.PlayListGroup.XuiText5.Text = "DIFFICOLTÀ"
  [ 73] XuiScene.PlayListGroup.XuiText6.PointSize = "20.000000"
  [ 74] XuiScene.PlayListGroup.XuiText6.Text = "MEDAGLIA"
  [ 75] XuiScene.PlayListGroup.XuiText7.PointSize = "20.000000"
  [ 76] XuiScene.PlayListGroup.XuiText7.Text = "CREATO"
  [ 77] XuiScene.PlayListGroup.XuiText8.PointSize = "20.000000"
  [ 78] XuiScene.PlayListGroup.XuiText8.Text = "PERIFERICA"
  [ 79] XuiScene.PointSize = "-1.000.000"
  [ 80] XuiScene.StorageInfo.Text = "<div align="center">  <font color="#EBB40F" size="16">   ..."
  [ 81] XuiScene.Text = "      "
  [ 82] XuiScene.TitleText.PointSize = "50.000.000"
  [ 83] XuiScene.TitleText.Text = "GIOCA TRACCIATO PERSONALIZZATO"
