[+] XUS v0x0100 | Entries: 78

--- Entries (78) ---
  [ 45] XuiScene1.CardListGroup.Card4.NameText.PointSize = "20.000000"
  [ 46] XuiScene1.CardListGroup.Card4.NameText.Text = "      "
  [ 47] XuiScene1.CardListGroup.Card5.BikeNotAllowedGroup.XuiText1.PointSize = "30.000000"
  [ 48] XuiScene1.CardListGroup.Card5.BikeNotAllowedGroup.XuiText1.Text = "¡Moto no permitida!"
  [ 49] XuiScene1.CardListGroup.Card5.FullOnlyGroup.XuiText1.PointSize = "25.000000"
  [ 50] XuiScene1.CardListGroup.Card5.FullOnlyGroup.XuiText1.Text = "Desbloquear juego completo"
  [ 51] XuiScene1.CardListGroup.Card5.LockedGroup.XuiText1.PointSize = "35.000000"
  [ 52] XuiScene1.CardListGroup.Card5.LockedGroup.XuiText1.Text = "Bloqueada"
  [ 53] XuiScene1.CardListGroup.Card5.NameText.PointSize = "20.000000"
  [ 54] XuiScene1.CardListGroup.Card5.NameText.Text = "      "
  [ 55] XuiScene1.CardListGroup.Card6.BikeNotAllowedGroup.XuiText1.PointSize = "30.000000"
  [ 56] XuiScene1.CardListGroup.Card6.BikeNotAllowedGroup.XuiText1.Text = "¡Moto no permitida!"
  [ 57] XuiScene1.CardListGroup.Card6.FullOnlyGroup.XuiText1.PointSize = "25.000000"
  [ 58] XuiScene1.CardListGroup.Card6.FullOnlyGroup.XuiText1.Text = "Desbloquear juego completo"
  [ 59] XuiScene1.CardListGroup.Card6.LockedGroup.XuiText1.PointSize = "35.000000"
  [ 60] XuiScene1.CardListGroup.Card6.LockedGroup.XuiText1.Text = "Bloqueada"
  [ 61] XuiScene1.CardListGroup.Card6.NameText.PointSize = "20.000000"
  [ 62] XuiScene1.CardListGroup.Card6.NameText.Text = "      "
  [ 63] XuiScene1.CardListGroup.Card7.BikeNotAllowedGroup.XuiText1.PointSize = "30.000000"
  [ 64] XuiScene1.CardListGroup.Card7.BikeNotAllowedGroup.XuiText1.Text = "¡Moto no permitida!"
  [ 65] XuiScene1.CardListGroup.Card7.FullOnlyGroup.XuiText1.PointSize = "25.000000"
  [ 66] XuiScene1.CardListGroup.Card7.FullOnlyGroup.XuiText1.Text = "Desbloquear juego completo"
  [ 67] XuiScene1.CardListGroup.Card7.LockedGroup.XuiText1.PointSize = "35.000000"
  [ 68] XuiScene1.CardListGroup.Card7.LockedGroup.XuiText1.Text = "Bloqueada"
  [ 69] XuiScene1.CardListGroup.Card7.NameText.PointSize = "20.000000"
  [ 70] XuiScene1.CardListGroup.Card7.NameText.Text = "      "
  [ 71] XuiScene1.HiddenButton.PointSize = "-1.000000"
  [ 72] XuiScene1.HiddenButton.Text = "      "
  [ 73] XuiScene1.InfoText.PointSize = "16.000000"
  [ 74] XuiScene1.InfoText.Text = "      "
  [ 75] XuiScene1.PointSize = "-1.000000"
  [ 76] XuiScene1.Text = "      "
  [ 77] XuiScene1.Title.Text = "<div align="center">  <font color="#D7CAAD" size="50">   ..."
