[+] Extracted 1114 Objects and 136 Joints.

--- Objects ---
ID: 0		| Type: 1		| Pos: (-69.86, 59.80, 3.84)
ID: 96		| Type: 0		| Pos: (-40.81, 52.50, 3.66)
ID: 97		| Type: 211		| Pos: (-70.73, 56.92, 3.59)
ID: 98		| Type: 128		| Pos: (-43.25, 45.62, 8.01)
ID: 99		| Type: 0		| Pos: (-47.35, 48.04, -2.37)
ID: 100		| Type: 211		| Pos: (-34.60, 42.30, 8.07)
ID: 101		| Type: 128		| Pos: (-12.09, 36.90, 3.53)
ID: 102		| Type: 0		| Pos: (-1.08, 36.78, 3.54)
ID: 103		| Type: 211		| Pos: (11.10, 30.04, 3.45)
ID: 104		| Type: 129		| Pos: (45.62, 14.78, 3.36)
ID: 105		| Type: 0		| Pos: (58.67, 9.83, 3.36)
ID: 106		| Type: 211		| Pos: (74.32, 11.26, 3.36)
ID: 107		| Type: 129		| Pos: (74.32, 11.26, 5.85)
ID: 108		| Type: 0		| Pos: (74.32, 11.25, 0.83)
ID: 109		| Type: 211		| Pos: (71.34, 18.64, 3.36)
ID: 110		| Type: 128		| Pos: (71.34, 18.64, 5.85)
ID: 111		| Type: 0		| Pos: (71.34, 18.64, 0.83)
ID: 112		| Type: 211		| Pos: (66.96, 18.41, 3.36)
ID: 113		| Type: 128		| Pos: (66.96, 18.41, 5.85)
ID: 114		| Type: 0		| Pos: (66.96, 18.41, 0.83)
ID: 115		| Type: 211		| Pos: (71.01, 8.43, 3.36)
ID: 116		| Type: 128		| Pos: (71.01, 8.43, 5.85)
ID: 117		| Type: 0		| Pos: (71.01, 8.43, 0.83)
ID: 118		| Type: 211		| Pos: (74.49, 15.63, 3.36)
ID: 119		| Type: 128		| Pos: (74.49, 15.63, 5.85)
ID: 120		| Type: 0		| Pos: (74.49, 15.63, 0.83)
ID: 121		| Type: 211		| Pos: (64.89, 0.93, 3.58)
ID: 122		| Type: 128		| Pos: (64.86, 0.93, 0.54)
ID: 123		| Type: 0		| Pos: (64.86, 0.93, 6.20)
ID: 124		| Type: 211		| Pos: (116.86, -22.71, 3.36)
ID: 125		| Type: 128		| Pos: (124.31, -13.66, 3.89)
ID: 126		| Type: 0		| Pos: (115.50, -18.55, 3.40)
ID: 127		| Type: 211		| Pos: (61.68, 3.91, 3.58)
ID: 128		| Type: 128		| Pos: (61.65, 3.91, 0.54)
ID: 129		| Type: 0		| Pos: (61.65, 3.91, 6.20)
ID: 130		| Type: 211		| Pos: (15.50, 30.15, 3.45)
ID: 131		| Type: 128		| Pos: (-7.69, 36.98, 3.50)
ID: 132		| Type: 0		| Pos: (-35.08, 52.82, 3.96)
ID: 133		| Type: 211		| Pos: (-30.27, 50.76, 3.97)
ID: 134		| Type: 128		| Pos: (-25.44, 49.11, 3.98)
ID: 135		| Type: 0		| Pos: (-4.50, 40.05, 2.10)
ID: 136		| Type: 211		| Pos: (-4.50, 40.05, 2.84)
ID: 137		| Type: 128		| Pos: (-4.50, 40.05, 3.45)
ID: 138		| Type: 0		| Pos: (-4.51, 42.00, 5.47)
ID: 139		| Type: 211		| Pos: (-4.51, 42.00, 1.64)
ID: 140		| Type: 128		| Pos: (-4.50, 40.05, 5.05)
ID: 141		| Type: 0		| Pos: (-4.50, 40.05, 4.27)
ID: 142		| Type: 211		| Pos: (-4.52, 43.95, 3.89)
ID: 143		| Type: 128		| Pos: (-4.51, 43.95, 4.96)
ID: 144		| Type: 0		| Pos: (-4.51, 43.95, 2.20)
ID: 145		| Type: 211		| Pos: (-4.51, 43.95, 3.05)
ID: 146		| Type: 128		| Pos: (-4.63, 38.31, 5.47)
ID: 147		| Type: 0		| Pos: (-4.63, 38.31, 1.70)
ID: 148		| Type: 211		| Pos: (-4.63, 45.79, 5.47)
ID: 149		| Type: 128		| Pos: (-4.63, 45.79, 1.54)
ID: 150		| Type: 0		| Pos: (-4.39, 45.79, 5.47)
ID: 151		| Type: 211		| Pos: (-4.39, 45.79, 1.59)
ID: 152		| Type: 128		| Pos: (-4.28, 38.31, 5.43)
ID: 153		| Type: 0		| Pos: (-4.28, 38.31, 1.66)
ID: 154		| Type: 211		| Pos: (-4.50, 37.94, 5.47)
ID: 155		| Type: 128		| Pos: (-4.50, 37.94, 1.97)
ID: 156		| Type: 0		| Pos: (20.06, 32.72, 5.84)
ID: 157		| Type: 211		| Pos: (19.99, 33.93, 5.78)
ID: 158		| Type: 128		| Pos: (19.98, 35.15, 5.74)
ID: 159		| Type: 0		| Pos: (20.01, 36.37, 5.75)
ID: 160		| Type: 211		| Pos: (20.15, 32.72, 1.92)
ID: 161		| Type: 128		| Pos: (20.15, 33.93, 1.92)
ID: 162		| Type: 0		| Pos: (20.15, 35.15, 1.92)
ID: 163		| Type: 211		| Pos: (20.30, 36.37, 1.63)
ID: 164		| Type: 128		| Pos: (-35.16, 51.98, 3.94)
ID: 165		| Type: 0		| Pos: (-30.36, 49.92, 3.95)
ID: 166		| Type: 211		| Pos: (-25.52, 48.31, 3.95)
ID: 167		| Type: 128		| Pos: (-35.01, 51.98, 3.93)
ID: 168		| Type: 0		| Pos: (-30.20, 49.92, 3.95)
ID: 169		| Type: 211		| Pos: (-25.37, 48.31, 3.95)
ID: 170		| Type: 128		| Pos: (-35.09, 51.78, 3.93)
ID: 171		| Type: 0		| Pos: (-36.23, 51.76, 3.93)
ID: 172		| Type: 211		| Pos: (-37.46, 51.76, 3.93)
ID: 173		| Type: 128		| Pos: (-38.63, 51.76, 3.93)
ID: 174		| Type: 0		| Pos: (-11.48, 32.31, 3.59)
ID: 175		| Type: 211		| Pos: (-10.60, 32.31, 3.59)
ID: 176		| Type: 128		| Pos: (-9.30, 32.31, 3.60)
ID: 177		| Type: 0		| Pos: (-7.69, 32.31, 3.58)
ID: 178		| Type: 211		| Pos: (-5.59, 32.31, 3.58)
ID: 179		| Type: 128		| Pos: (-13.04, 32.31, 3.76)
ID: 180		| Type: 0		| Pos: (-15.25, 32.31, 3.83)
ID: 181		| Type: 211		| Pos: (-14.39, 32.31, 3.18)
ID: 182		| Type: 128		| Pos: (-11.51, 32.31, 7.21)
ID: 183		| Type: 0		| Pos: (-10.63, 32.31, 7.21)
ID: 184		| Type: 211		| Pos: (-8.94, 32.31, 7.20)
ID: 185		| Type: 128		| Pos: (-7.71, 32.31, 7.21)
ID: 186		| Type: 0		| Pos: (-5.62, 32.31, 7.21)
ID: 187		| Type: 213		| Pos: (-13.06, 32.31, 7.38)
ID: 188		| Type: 128		| Pos: (-15.83, 32.31, 7.40)
ID: 189		| Type: 0		| Pos: (-14.81, 32.31, 6.77)
ID: 190		| Type: 213		| Pos: (-55.16, 53.37, 2.94)
ID: 191		| Type: 128		| Pos: (-55.16, 53.37, 5.23)
ID: 192		| Type: 0		| Pos: (-51.63, 53.37, 2.94)
ID: 193		| Type: 213		| Pos: (-51.63, 53.37, 5.23)
ID: 194		| Type: 128		| Pos: (-47.97, 53.37, 2.94)
ID: 195		| Type: 0		| Pos: (-47.97, 53.37, 5.23)
ID: 196		| Type: 213		| Pos: (-44.51, 52.71, 2.94)
ID: 197		| Type: 128		| Pos: (-36.23, 49.69, 2.94)
ID: 198		| Type: 0		| Pos: (-37.74, 48.04, 2.65)
ID: 199		| Type: 213		| Pos: (-36.50, 48.47, 2.40)
ID: 200		| Type: 128		| Pos: (-45.24, 48.28, 2.49)
ID: 201		| Type: 0		| Pos: (-42.51, 48.63, 1.82)
ID: 202		| Type: 213		| Pos: (-48.31, 48.28, 2.41)
ID: 203		| Type: 128		| Pos: (-51.62, 48.28, 2.41)
ID: 204		| Type: 0		| Pos: (-47.12, 48.81, 2.60)
ID: 205		| Type: 213		| Pos: (-48.09, 49.34, 2.37)
ID: 206		| Type: 128		| Pos: (-50.43, 48.81, 2.60)
ID: 207		| Type: 0		| Pos: (-40.42, 50.30, 5.26)
ID: 208		| Type: 213		| Pos: (-37.43, 49.68, 2.94)
ID: 209		| Type: 128		| Pos: (-36.83, 50.04, 5.26)
ID: 210		| Type: 0		| Pos: (-33.88, 47.73, 2.94)
ID: 211		| Type: 213		| Pos: (-33.70, 47.73, 5.26)
ID: 212		| Type: 128		| Pos: (-30.22, 47.71, 2.94)
ID: 213		| Type: 0		| Pos: (-30.04, 47.71, 5.26)
ID: 214		| Type: 213		| Pos: (-29.05, 46.09, 2.94)
ID: 215		| Type: 128		| Pos: (-28.87, 46.09, 5.26)
ID: 216		| Type: 0		| Pos: (-25.45, 46.08, 2.94)
ID: 217		| Type: 213		| Pos: (-18.66, 39.29, 2.94)
ID: 218		| Type: 128		| Pos: (-19.96, 37.00, 2.96)
ID: 219		| Type: 0		| Pos: (-25.28, 46.07, 5.26)
ID: 220		| Type: 213		| Pos: (-18.51, 39.20, 5.26)
ID: 221		| Type: 128		| Pos: (-14.93, 35.95, 2.86)
ID: 222		| Type: 0		| Pos: (-0.12, 34.05, 2.86)
ID: 223		| Type: 213		| Pos: (-0.10, 34.00, 5.20)
ID: 224		| Type: 128		| Pos: (-0.25, 30.41, 5.20)
ID: 225		| Type: 0		| Pos: (3.38, 33.50, 2.86)
ID: 226		| Type: 213		| Pos: (3.41, 33.39, 4.96)
ID: 227		| Type: 128		| Pos: (5.15, 32.31, 2.75)
ID: 228		| Type: 0		| Pos: (9.28, 28.88, 2.75)
ID: 229		| Type: 213		| Pos: (17.25, 28.96, 2.75)
ID: 230		| Type: 128		| Pos: (26.07, 28.80, 2.75)
ID: 231		| Type: 0		| Pos: (18.48, 29.05, 2.75)
ID: 232		| Type: 213		| Pos: (27.29, 28.62, 2.75)
ID: 233		| Type: 128		| Pos: (7.52, 29.34, 2.56)
ID: 234		| Type: 0		| Pos: (10.08, 25.35, 2.75)
ID: 235		| Type: 213		| Pos: (16.37, 25.45, 2.75)
ID: 236		| Type: 128		| Pos: (24.46, 25.56, 2.75)
ID: 237		| Type: 0		| Pos: (19.96, 25.74, 2.75)
ID: 238		| Type: 213		| Pos: (28.02, 25.08, 2.75)
ID: 239		| Type: 128		| Pos: (5.10, 26.65, 2.56)
ID: 240		| Type: 0		| Pos: (5.17, 32.31, 4.96)
ID: 241		| Type: 213		| Pos: (9.27, 28.91, 4.96)
ID: 242		| Type: 128		| Pos: (17.26, 28.98, 4.96)
ID: 243		| Type: 0		| Pos: (26.08, 28.83, 4.96)
ID: 244		| Type: 213		| Pos: (18.47, 29.07, 4.96)
ID: 245		| Type: 128		| Pos: (27.29, 28.65, 4.96)
ID: 246		| Type: 0		| Pos: (7.53, 29.36, 4.77)
ID: 247		| Type: 213		| Pos: (10.08, 25.38, 4.96)
ID: 248		| Type: 128		| Pos: (16.38, 25.47, 4.96)
ID: 249		| Type: 0		| Pos: (24.47, 25.58, 4.96)
ID: 250		| Type: 213		| Pos: (19.95, 25.76, 4.96)
ID: 251		| Type: 128		| Pos: (28.02, 25.10, 4.96)
ID: 252		| Type: 0		| Pos: (5.12, 26.67, 4.77)
ID: 253		| Type: 213		| Pos: (2.31, 32.28, 2.43)
ID: 254		| Type: 128		| Pos: (3.80, 32.83, 2.33)
ID: 255		| Type: 0		| Pos: (2.59, 32.28, 4.17)
ID: 256		| Type: 213		| Pos: (-1.62, 32.28, 3.60)
ID: 257		| Type: 128		| Pos: (0.25, 32.81, 2.37)
ID: 258		| Type: 0		| Pos: (1.64, 33.35, 2.33)
ID: 259		| Type: 213		| Pos: (-0.38, 32.72, 4.57)
ID: 260		| Type: 128		| Pos: (-5.24, 35.56, 2.86)
ID: 261		| Type: 0		| Pos: (-9.94, 34.03, 2.86)
ID: 262		| Type: 213		| Pos: (-14.75, 35.95, 5.17)
ID: 263		| Type: 128		| Pos: (-2.32, 35.42, 5.17)
ID: 264		| Type: 0		| Pos: (-2.87, 35.55, 2.79)
ID: 265		| Type: 213		| Pos: (-5.99, 33.42, 2.79)
ID: 266		| Type: 128		| Pos: (-5.72, 33.45, 5.23)
ID: 267		| Type: 0		| Pos: (-7.82, 30.54, 5.23)
ID: 268		| Type: 213		| Pos: (-5.18, 35.73, 5.17)
ID: 269		| Type: 128		| Pos: (-9.78, 34.11, 5.17)
ID: 270		| Type: 0		| Pos: (-20.30, 36.05, 5.26)
ID: 271		| Type: 213		| Pos: (-16.73, 32.79, 2.86)
ID: 272		| Type: 128		| Pos: (-2.96, 32.74, 2.86)
ID: 273		| Type: 0		| Pos: (-10.10, 32.04, 2.86)
ID: 274		| Type: 213		| Pos: (-16.55, 32.79, 5.17)
ID: 275		| Type: 128		| Pos: (-2.89, 32.91, 5.17)
ID: 276		| Type: 0		| Pos: (-9.99, 30.49, 5.17)
ID: 277		| Type: 213		| Pos: (-44.51, 52.71, 5.23)
ID: 278		| Type: 128		| Pos: (-55.13, 49.70, 2.91)
ID: 279		| Type: 0		| Pos: (-55.13, 49.70, 5.21)
ID: 280		| Type: 213		| Pos: (-51.61, 49.70, 2.91)
ID: 281		| Type: 128		| Pos: (-51.61, 49.70, 5.21)
ID: 282		| Type: 0		| Pos: (-47.95, 49.70, 2.91)
ID: 283		| Type: 213		| Pos: (-47.95, 49.72, 5.21)
ID: 284		| Type: 128		| Pos: (-47.92, 46.16, 5.21)
ID: 285		| Type: 0		| Pos: (-44.49, 49.04, 2.91)
ID: 286		| Type: 213		| Pos: (-40.40, 46.63, 5.23)
ID: 287		| Type: 128		| Pos: (-40.40, 43.00, 5.23)
ID: 288		| Type: 0		| Pos: (-36.81, 46.37, 5.23)
ID: 289		| Type: 212		| Pos: (-36.81, 42.74, 5.23)
ID: 290		| Type: 128		| Pos: (-33.86, 44.06, 2.91)
ID: 291		| Type: 0		| Pos: (-33.85, 40.42, 2.91)
ID: 292		| Type: 212		| Pos: (-33.68, 44.06, 5.23)
ID: 293		| Type: 128		| Pos: (-33.67, 40.26, 5.23)
ID: 294		| Type: 0		| Pos: (-30.20, 44.04, 2.91)
ID: 295		| Type: 212		| Pos: (-30.19, 40.42, 2.91)
ID: 296		| Type: 128		| Pos: (-30.02, 44.04, 5.23)
ID: 297		| Type: 0		| Pos: (-30.01, 40.25, 5.23)
ID: 298		| Type: 212		| Pos: (-29.03, 42.42, 2.91)
ID: 299		| Type: 128		| Pos: (-27.45, 40.28, 2.90)
ID: 300		| Type: 0		| Pos: (-28.52, 40.68, 1.35)
ID: 301		| Type: 212		| Pos: (-29.22, 41.02, 2.26)
ID: 302		| Type: 128		| Pos: (-26.64, 40.90, 2.44)
ID: 303		| Type: 0		| Pos: (-25.36, 41.23, 3.44)
ID: 304		| Type: 212		| Pos: (-20.78, 40.28, 3.38)
ID: 305		| Type: 128		| Pos: (-21.36, 40.69, 2.56)
ID: 306		| Type: 0		| Pos: (-25.51, 40.28, 2.39)
ID: 307		| Type: 212		| Pos: (-24.55, 40.65, 1.72)
ID: 308		| Type: 128		| Pos: (-25.22, 40.28, 4.19)
ID: 309		| Type: 0		| Pos: (-28.85, 42.42, 5.23)
ID: 310		| Type: 212		| Pos: (-28.85, 38.82, 5.23)
ID: 311		| Type: 128		| Pos: (-25.43, 42.41, 2.91)
ID: 312		| Type: 0		| Pos: (-25.25, 42.41, 5.23)
ID: 313		| Type: 212		| Pos: (-25.25, 38.90, 5.23)
ID: 314		| Type: 128		| Pos: (-44.49, 49.04, 5.21)
ID: 315		| Type: 0		| Pos: (-44.44, 45.43, 5.21)
ID: 316		| Type: 212		| Pos: (-11.54, 32.31, 10.78)
ID: 317		| Type: 128		| Pos: (-10.66, 32.31, 10.78)
ID: 318		| Type: 0		| Pos: (-8.61, 32.31, 10.76)
ID: 319		| Type: 212		| Pos: (-7.74, 32.31, 10.78)
ID: 320		| Type: 0		| Pos: (-5.65, 32.31, 10.78)
ID: 321		| Type: 0		| Pos: (-13.09, 32.31, 10.95)
ID: 322		| Type: 212		| Pos: (-16.39, 32.31, 10.93)
ID: 323		| Type: 0		| Pos: (-15.22, 32.31, 10.32)
ID: 324		| Type: 0		| Pos: (-54.84, 56.03, 8.30)
ID: 325		| Type: 212		| Pos: (-56.18, 56.22, 8.30)
ID: 326		| Type: 0		| Pos: (-57.52, 56.22, 8.30)
ID: 327		| Type: 0		| Pos: (-58.63, 57.38, -2.04)
ID: 328		| Type: 212		| Pos: (-58.70, 56.90, 8.10)
ID: 329		| Type: 128		| Pos: (-61.20, 57.03, 14.32)
ID: 330		| Type: 0		| Pos: (-62.85, 57.03, 24.96)
ID: 331		| Type: 212		| Pos: (-64.42, 57.03, 24.96)
ID: 332		| Type: 128		| Pos: (-66.01, 57.03, 24.97)
ID: 333		| Type: 0		| Pos: (-63.86, 59.00, 25.27)
ID: 334		| Type: 212		| Pos: (-65.58, 59.00, 25.26)
ID: 335		| Type: 128		| Pos: (-70.23, 57.04, 24.19)
ID: 336		| Type: 0		| Pos: (-62.24, 57.03, 15.93)
ID: 337		| Type: 212		| Pos: (-62.90, 57.03, 14.32)
ID: 338		| Type: 128		| Pos: (-62.25, 57.03, 13.14)
ID: 339		| Type: 0		| Pos: (-63.65, 57.03, 12.65)
ID: 340		| Type: 212		| Pos: (-63.37, 59.00, 13.70)
ID: 341		| Type: 128		| Pos: (-64.60, 57.03, 13.74)
ID: 342		| Type: 0		| Pos: (-59.66, 56.58, 12.63)
ID: 343		| Type: 212		| Pos: (-59.75, 56.58, 18.80)
ID: 344		| Type: 128		| Pos: (-55.91, 56.87, 22.09)
ID: 345		| Type: 0		| Pos: (-55.96, 56.87, 23.40)
ID: 346		| Type: 212		| Pos: (-57.20, 56.20, 22.82)
ID: 347		| Type: 128		| Pos: (-51.93, 56.23, 22.82)
ID: 348		| Type: 0		| Pos: (-69.96, 57.09, 0.84)
ID: 349		| Type: 212		| Pos: (103.18, -5.99, 3.83)
ID: 350		| Type: 128		| Pos: (120.16, -27.57, 3.68)
ID: 351		| Type: 0		| Pos: (173.99, -27.28, 3.68)
ID: 352		| Type: 212		| Pos: (190.01, -43.29, 3.68)
ID: 353		| Type: 128		| Pos: (214.29, -60.19, 3.68)
ID: 354		| Type: 0		| Pos: (214.36, -59.97, 1.88)
ID: 355		| Type: 212		| Pos: (214.33, -59.96, 5.63)
ID: 356		| Type: 128		| Pos: (103.18, -5.89, 2.00)
ID: 357		| Type: 0		| Pos: (120.05, -27.52, 1.81)
ID: 358		| Type: 212		| Pos: (103.17, -5.90, 5.82)
ID: 359		| Type: 128		| Pos: (120.09, -27.58, 5.94)
ID: 360		| Type: 0		| Pos: (107.18, -4.23, 3.82)
ID: 361		| Type: 212		| Pos: (124.57, -24.39, 3.75)
ID: 362		| Type: 128		| Pos: (179.13, -22.04, 3.75)
ID: 363		| Type: 0		| Pos: (193.89, -39.47, 3.75)
ID: 364		| Type: 212		| Pos: (214.90, -55.35, 3.75)
ID: 365		| Type: 128		| Pos: (33.43, 29.70, 3.89)
ID: 366		| Type: 0		| Pos: (27.06, 31.19, 4.40)
ID: 367		| Type: 212		| Pos: (23.39, 31.86, 4.19)
ID: 368		| Type: 128		| Pos: (151.74, -22.09, 3.80)
ID: 369		| Type: 0		| Pos: (141.04, -22.09, 3.81)
ID: 370		| Type: 212		| Pos: (165.82, -23.05, 3.72)
ID: 371		| Type: 128		| Pos: (251.43, -71.69, 3.71)
ID: 372		| Type: 0		| Pos: (235.76, -63.70, 3.71)
ID: 373		| Type: 212		| Pos: (267.30, -79.70, 3.69)
ID: 374		| Type: 128		| Pos: (275.76, -87.70, 3.72)
ID: 375		| Type: 0		| Pos: (283.79, -95.70, 3.72)
ID: 376		| Type: 212		| Pos: (291.91, -103.70, 3.72)
ID: 377		| Type: 128		| Pos: (302.35, -112.94, 3.72)
ID: 378		| Type: 0		| Pos: (306.92, -114.32, 3.72)
ID: 379		| Type: 212		| Pos: (317.19, -117.44, 3.84)
ID: 380		| Type: 128		| Pos: (312.55, -116.03, 3.72)
ID: 381		| Type: 0		| Pos: (322.91, -119.15, 3.72)
ID: 382		| Type: 212		| Pos: (327.49, -120.51, 3.84)
ID: 383		| Type: 128		| Pos: (332.20, -120.88, 3.84)
ID: 384		| Type: 0		| Pos: (336.97, -121.26, 3.84)
ID: 385		| Type: 212		| Pos: (341.73, -121.61, 3.84)
ID: 386		| Type: 128		| Pos: (346.50, -121.46, 3.84)
ID: 387		| Type: 0		| Pos: (351.27, -120.92, 3.84)
ID: 388		| Type: 212		| Pos: (354.78, -120.31, 3.84)
ID: 389		| Type: 128		| Pos: (358.32, -119.70, 3.83)
ID: 390		| Type: 0		| Pos: (366.11, -119.70, 3.83)
ID: 391		| Type: 212		| Pos: (368.84, -119.70, 3.83)
ID: 392		| Type: 128		| Pos: (370.70, -119.70, 3.83)
ID: 393		| Type: 0		| Pos: (372.58, -119.70, 3.83)
ID: 394		| Type: 212		| Pos: (374.18, -119.70, 3.83)
ID: 395		| Type: 128		| Pos: (375.33, -119.70, 3.83)
ID: 396		| Type: 0		| Pos: (376.51, -119.70, 3.83)
ID: 397		| Type: 200		| Pos: (377.84, -119.70, 3.83)
ID: 398		| Type: 129		| Pos: (379.02, -119.70, 3.83)
ID: 399		| Type: 0		| Pos: (380.34, -119.70, 3.83)
ID: 400		| Type: 200		| Pos: (381.47, -119.70, 3.83)
ID: 401		| Type: 129		| Pos: (382.77, -119.70, 3.83)
