[+] XUS v0x0100 | Entries: 75

--- Entries (75) ---
  [ 62] XuiScene.ListGroup.XuiText5.PointSize = "22.000000"
  [ 63] XuiScene.ListGroup.XuiText5.Text = "DIFFICULTÉ"
  [ 64] XuiScene.ListGroup.XuiText6.PointSize = "22.000000"
  [ 65] XuiScene.ListGroup.XuiText6.Text = "CRÉÉE"
  [ 66] XuiScene.ListGroup.XuiText7.PointSize = "22.000000"
  [ 67] XuiScene.ListGroup.XuiText7.Text = "SÉLECTION"
  [ 68] XuiScene.NotificationGroup.NotificationHeader.Text = "<div align="center">  <font color="#EBB40F" size="28">  T..."
  [ 69] XuiScene.NotificationGroup.NotificationMessage.Text = "<div align="center">  <font color="#EBB40F" size="16">   ..."
  [ 70] XuiScene.PointSize = "-1.000000"
  [ 71] XuiScene.StorageInfo.Text = "      "
  [ 72] XuiScene.Text = "      "
  [ 73] XuiScene.TitleText.PointSize = "50.000000"
  [ 74] XuiScene.TitleText.Text = "PISTES PERSONNALISÉES DES AMIS"
